battery_capacity,current_battery_level,charging_power,temperature,charging_station_type,charging_time_minutes
59,26,73,10,DC_Fast,30.0
65,76,57,-8,AC_Slow,30.0
68,83,177,-3,DC_Fast,30.0
40,56,266,-5,AC_Slow,30.0
94,65,293,18,AC_Slow,30.0
74,32,19,8,DC_Fast,184.43096327420486
45,27,274,6,DC_Fast,30.0
76,10,171,-1,DC_Fast,30.0
92,44,67,22,DC_Fast,46.07938172027895
98,73,265,2,AC_Slow,30.0
44,67,125,16,AC_Slow,30.0
72,68,244,31,DC_Fast,30.0
88,10,111,1,DC_Fast,50.52261591018273
90,12,184,-9,AC_Slow,44.46054661444242
53,76,20,-1,AC_Slow,64.58850755499421
51,46,313,10,AC_Slow,30.0
81,38,219,12,DC_Fast,30.0
59,42,81,-10,DC_Fast,30.0
92,70,229,22,AC_Slow,30.0
89,13,97,41,DC_Fast,54.685371292094274
63,23,185,15,AC_Slow,30.0
98,42,178,4,DC_Fast,30.0
82,31,223,11,DC_Fast,30.0
73,57,147,14,AC_Slow,30.0
64,12,319,-10,AC_Slow,30.0
89,32,286,48,DC_Fast,30.0
68,77,263,15,AC_Slow,30.0
96,30,51,10,DC_Fast,102.3050662358333
78,52,9,30,AC_Slow,336.25316194575385
70,35,66,13,AC_Slow,45.54172454304282
95,50,88,28,DC_Fast,30.0
86,47,137,5,AC_Slow,30.0
82,20,340,21,DC_Fast,30.0
89,38,67,5,DC_Fast,74.52941180639854
62,69,285,2,DC_Fast,30.0
83,76,48,31,DC_Fast,30.0
77,74,157,21,AC_Slow,30.0
59,70,274,39,DC_Fast,30.0
62,28,346,30,DC_Fast,30.0
84,55,175,33,DC_Fast,30.0
91,58,160,13,AC_Slow,30.0
55,31,279,2,DC_Fast,30.0
89,87,24,0,DC_Fast,37.15396032622313
81,66,218,4,AC_Slow,30.0
99,23,83,-1,DC_Fast,66.26479211350996
94,53,143,31,DC_Fast,30.0
47,25,102,30,AC_Slow,30.0
89,86,156,46,DC_Fast,30.0
60,21,202,46,DC_Fast,30.0
40,64,277,-8,AC_Slow,30.0
94,60,160,44,AC_Slow,30.0
47,48,54,5,AC_Slow,30.0
68,42,232,33,DC_Fast,30.0
71,42,14,6,DC_Fast,202.4015239671009
77,38,153,14,AC_Slow,30.0
44,78,62,19,DC_Fast,30.0
86,79,166,36,AC_Slow,30.0
61,40,111,46,DC_Fast,30.0
86,89,293,24,AC_Slow,30.0
73,40,190,26,AC_Slow,30.0
40,55,50,49,AC_Slow,30.0
94,86,133,2,DC_Fast,30.0
94,61,322,13,AC_Slow,30.0
65,19,91,27,AC_Slow,30.0
82,83,253,15,DC_Fast,30.0
49,50,333,47,AC_Slow,30.0
69,86,261,-2,DC_Fast,30.0
89,12,281,8,AC_Slow,30.0
57,68,282,17,AC_Slow,30.0
56,61,8,-4,AC_Slow,207.02755471118707
65,43,69,34,AC_Slow,58.05981343726771
47,58,206,11,AC_Slow,30.0
86,37,67,19,AC_Slow,58.77190059060801
79,22,147,26,AC_Slow,44.20824097671281
88,78,248,5,DC_Fast,30.0
51,76,296,25,AC_Slow,30.0
66,70,289,-6,DC_Fast,30.0
47,69,184,18,DC_Fast,30.0
64,80,178,41,DC_Fast,30.0
85,33,329,40,DC_Fast,35.02883836555102
43,72,115,12,DC_Fast,30.0
72,70,179,-5,DC_Fast,30.0
40,32,157,25,AC_Slow,30.0
58,39,221,46,AC_Slow,30.0
70,69,301,22,AC_Slow,30.0
55,27,244,38,AC_Slow,30.0
53,65,230,30,AC_Slow,30.0
92,62,190,5,DC_Fast,30.0
87,16,52,44,DC_Fast,98.39149981199091
44,78,212,23,DC_Fast,30.0
80,81,161,32,AC_Slow,30.0
65,88,229,15,AC_Slow,30.0
67,61,148,26,AC_Slow,30.0
41,13,115,2,AC_Slow,30.0
89,43,322,41,DC_Fast,30.0
45,78,136,6,DC_Fast,30.0
48,42,117,21,AC_Slow,30.0
72,78,328,21,DC_Fast,30.0
80,47,93,17,AC_Slow,47.41706612903198
64,35,165,18,AC_Slow,30.0
87,10,338,14,AC_Slow,30.0
52,13,79,36,DC_Fast,35.9251176701926
48,48,285,11,DC_Fast,30.0
92,63,11,16,DC_Fast,203.79398212254864
52,42,117,33,AC_Slow,30.0
70,42,40,27,AC_Slow,85.12184310041683
80,81,270,9,AC_Slow,30.0
50,29,117,34,DC_Fast,34.23385230334555
43,25,296,39,AC_Slow,30.0
73,30,227,13,AC_Slow,30.0
77,54,215,36,DC_Fast,30.0
85,71,22,36,AC_Slow,86.56651121711369
43,40,245,-3,DC_Fast,30.0
77,51,138,40,DC_Fast,30.0
58,21,224,44,AC_Slow,30.0
45,74,106,3,AC_Slow,30.0
73,82,144,28,AC_Slow,30.0
57,12,173,3,AC_Slow,30.0
52,18,195,-6,DC_Fast,30.0
80,60,29,36,DC_Fast,79.69790548072235
62,25,37,10,DC_Fast,74.08295957950799
58,87,347,4,DC_Fast,30.0
84,12,333,45,DC_Fast,30.0
50,33,10,25,DC_Fast,221.97310372673957
40,82,198,22,DC_Fast,30.0
63,22,234,6,AC_Slow,30.0
93,11,141,46,AC_Slow,33.15821891788499
46,80,327,9,AC_Slow,30.0
64,30,220,-10,AC_Slow,30.0
60,28,187,5,AC_Slow,30.0
54,56,172,34,AC_Slow,30.0
40,31,286,7,DC_Fast,30.0
51,84,42,-1,AC_Slow,30.0
97,42,167,12,AC_Slow,37.40893271727273
46,41,146,7,DC_Fast,30.0
54,73,252,38,DC_Fast,30.0
60,48,107,47,AC_Slow,32.70157795525369
58,81,203,-2,DC_Fast,30.0
99,51,204,35,AC_Slow,30.0
68,18,46,42,DC_Fast,97.46631384750177
64,34,151,19,AC_Slow,30.0
72,11,70,2,AC_Slow,66.3937093084718
88,28,197,41,AC_Slow,30.0
71,29,302,41,DC_Fast,30.0
88,79,42,20,DC_Fast,51.280572117697815
74,26,145,35,AC_Slow,30.253398167608694
83,77,110,32,DC_Fast,30.0
77,12,156,2,DC_Fast,37.872823962782306
65,60,330,21,AC_Slow,30.0
50,35,42,6,AC_Slow,72.87023456762414
74,65,101,-8,DC_Fast,30.0
47,73,112,-10,DC_Fast,30.0
85,17,123,42,AC_Slow,42.75959156164269
53,46,155,-6,DC_Fast,30.0
49,36,78,21,DC_Fast,30.0
41,54,61,14,DC_Fast,30.0
85,13,339,34,AC_Slow,30.0
48,46,256,45,DC_Fast,30.0
42,80,296,-6,DC_Fast,30.0
60,42,317,26,AC_Slow,30.0
65,40,259,12,DC_Fast,30.0
47,64,258,1,AC_Slow,30.0
87,21,263,23,AC_Slow,30.0
41,20,274,12,AC_Slow,30.0
45,81,38,5,AC_Slow,30.0
67,41,330,38,AC_Slow,30.0
92,66,329,-6,AC_Slow,30.0
68,47,242,33,DC_Fast,30.0
65,69,183,36,AC_Slow,30.0
64,28,108,17,DC_Fast,34.8897595153775
51,65,33,-5,AC_Slow,50.23907567843787
44,23,231,2,AC_Slow,30.0
73,42,236,32,DC_Fast,30.0
87,19,308,19,AC_Slow,30.0
76,89,339,15,AC_Slow,30.0
54,73,121,6,AC_Slow,30.0
83,73,211,-2,AC_Slow,30.0
75,71,189,46,DC_Fast,30.0
54,77,142,5,AC_Slow,30.0
82,52,327,38,AC_Slow,30.0
87,89,168,41,AC_Slow,30.0
62,68,79,45,DC_Fast,30.0
45,61,237,7,AC_Slow,30.0
85,28,288,2,AC_Slow,30.0
89,30,259,18,DC_Fast,30.0
83,31,13,32,AC_Slow,347.49805201946845
98,18,207,34,DC_Fast,30.75124246808666
82,18,309,13,DC_Fast,30.0
84,82,95,47,DC_Fast,30.0
60,36,336,34,DC_Fast,30.0
62,26,154,33,DC_Fast,30.0
82,53,180,35,AC_Slow,30.0
94,54,37,2,AC_Slow,90.14746297191367
55,17,188,14,DC_Fast,30.0
86,89,161,30,AC_Slow,30.0
92,27,57,35,AC_Slow,85.87957892039188
99,42,300,-10,DC_Fast,30.0
54,10,206,-2,DC_Fast,30.0
64,85,278,-7,AC_Slow,30.0
75,15,179,17,AC_Slow,43.35325656138342
50,50,248,1,DC_Fast,30.0
90,64,273,13,AC_Slow,30.0
54,14,78,35,DC_Fast,31.223345955612547
43,68,100,-2,DC_Fast,30.0
60,89,177,24,DC_Fast,30.0
52,27,159,27,AC_Slow,30.0
61,58,187,24,DC_Fast,30.0
58,74,327,22,DC_Fast,30.0
73,63,293,47,DC_Fast,30.0
53,70,262,43,DC_Fast,30.0
43,17,79,42,DC_Fast,30.0
87,12,178,24,AC_Slow,33.424044702749555
92,34,334,35,AC_Slow,30.0
91,78,235,9,AC_Slow,30.0
85,64,251,-9,DC_Fast,30.0
66,49,165,33,AC_Slow,30.0
68,59,190,15,DC_Fast,30.0
86,42,147,31,AC_Slow,31.439629032195626
67,27,286,2,AC_Slow,30.0
74,66,132,19,DC_Fast,30.0
47,25,170,41,AC_Slow,30.0
55,89,31,21,AC_Slow,30.0
81,47,250,25,AC_Slow,30.0
75,50,139,8,DC_Fast,30.0
69,16,206,11,AC_Slow,30.0
57,87,25,-10,DC_Fast,30.0
41,62,83,46,DC_Fast,30.0
88,72,162,0,DC_Fast,30.0
52,41,98,15,AC_Slow,33.965918363653664
43,47,12,37,AC_Slow,160.69704523167357
65,31,343,8,DC_Fast,30.0
64,25,263,8,DC_Fast,30.0
69,61,59,1,AC_Slow,55.54718113851479
50,38,40,-8,AC_Slow,58.83792464737173
46,25,10,44,AC_Slow,282.9151470643217
70,85,46,45,AC_Slow,30.0
83,26,54,7,DC_Fast,67.70611441752649
49,73,116,38,AC_Slow,30.0
78,22,150,-6,DC_Fast,30.0
52,81,234,37,DC_Fast,30.0
70,65,215,13,AC_Slow,30.0
46,14,310,3,AC_Slow,30.0
95,21,34,40,AC_Slow,176.29797123251177
88,50,299,27,AC_Slow,30.0
81,12,120,-8,AC_Slow,42.3318971782512
81,42,230,-5,AC_Slow,30.0
95,59,63,1,AC_Slow,43.08116407622735
75,65,80,41,DC_Fast,30.0
59,18,220,0,DC_Fast,30.0
43,59,136,28,AC_Slow,30.0
93,38,308,48,DC_Fast,30.0
46,48,85,15,DC_Fast,37.012209198251284
93,54,309,-10,AC_Slow,30.0
40,26,71,5,DC_Fast,56.521101198877716
83,65,234,37,AC_Slow,30.0
95,55,337,38,AC_Slow,30.0
84,76,281,36,DC_Fast,30.0
81,78,76,42,AC_Slow,30.0
86,23,213,-2,AC_Slow,35.13278553470708
98,76,276,-6,AC_Slow,32.48680367964259
52,32,148,41,DC_Fast,30.0
94,70,255,-3,DC_Fast,30.0
61,32,288,10,AC_Slow,30.0
93,36,183,22,AC_Slow,34.771958422778184
60,63,84,28,DC_Fast,39.71521892652932
61,19,61,32,DC_Fast,61.00529181419094
67,86,312,9,AC_Slow,30.0
48,25,178,47,DC_Fast,30.0
65,50,242,42,AC_Slow,30.0
48,64,170,34,DC_Fast,30.0
54,70,88,11,DC_Fast,30.0
49,58,52,2,DC_Fast,30.0
63,82,131,28,DC_Fast,30.0
97,61,173,0,AC_Slow,30.0
96,11,71,7,AC_Slow,93.42538148869717
81,59,334,19,DC_Fast,30.0
47,52,344,22,AC_Slow,30.0
63,86,198,33,AC_Slow,30.0
55,17,159,-8,DC_Fast,31.587707623792834
88,68,164,47,DC_Fast,30.0
65,74,188,49,AC_Slow,30.0
66,21,270,-10,DC_Fast,30.0
76,13,172,25,AC_Slow,40.695168835106216
43,86,149,-5,DC_Fast,30.0
89,50,190,26,AC_Slow,30.0
63,16,266,18,DC_Fast,30.0
58,78,278,0,DC_Fast,30.0
75,78,332,41,AC_Slow,30.0
99,39,349,44,DC_Fast,39.85787922825378
78,82,227,2,AC_Slow,30.0
49,15,46,0,AC_Slow,69.28268080463872
64,28,8,48,DC_Fast,402.06688940316775
57,89,280,27,DC_Fast,32.90393377699218
58,75,288,40,DC_Fast,30.0
75,19,197,14,DC_Fast,30.0
49,25,108,4,AC_Slow,30.0
72,46,251,42,AC_Slow,30.0
94,88,304,2,DC_Fast,30.0
89,86,27,31,AC_Slow,41.88454261527792
44,86,307,22,DC_Fast,30.0
86,41,17,2,AC_Slow,253.13636182992602
88,56,148,27,DC_Fast,30.0
74,81,222,42,DC_Fast,30.0
83,52,187,47,AC_Slow,30.0
73,45,246,13,DC_Fast,30.0
72,35,197,9,AC_Slow,30.0
94,19,276,33,DC_Fast,30.0
60,40,169,6,AC_Slow,31.69868424823754
56,38,184,48,AC_Slow,30.0
61,14,121,39,AC_Slow,47.60836652977669
87,86,270,13,AC_Slow,30.0
76,10,42,15,DC_Fast,121.01883502208065
54,12,48,29,DC_Fast,62.62759977198747
74,76,78,21,DC_Fast,30.0
67,80,230,18,AC_Slow,30.0
46,44,311,3,DC_Fast,30.0
71,24,312,26,DC_Fast,30.0
50,76,319,11,DC_Fast,30.0
49,39,17,23,DC_Fast,126.25990951501258
48,84,16,16,AC_Slow,58.66195977193968
53,52,54,17,DC_Fast,35.01517832755941
52,69,317,46,DC_Fast,30.0
96,49,253,11,AC_Slow,30.0
64,74,123,49,DC_Fast,30.0
41,38,61,46,AC_Slow,40.51465661989916
74,83,186,32,DC_Fast,30.0
46,28,268,47,AC_Slow,30.0
60,12,110,-8,AC_Slow,41.92936541844681
57,45,195,11,DC_Fast,30.0
42,52,141,47,DC_Fast,30.0
81,24,192,37,DC_Fast,30.0
93,50,124,10,DC_Fast,32.723850868249166
78,89,246,5,DC_Fast,30.0
80,45,323,-2,DC_Fast,30.0
88,86,76,2,AC_Slow,30.0
50,42,247,-1,AC_Slow,30.0
78,14,135,38,AC_Slow,48.270548895073745
63,87,273,46,AC_Slow,30.0
99,23,56,10,DC_Fast,98.23123761465514
85,77,66,38,AC_Slow,30.0
58,56,123,31,AC_Slow,33.71137913684447
43,63,268,29,AC_Slow,30.0
65,13,243,-4,DC_Fast,30.0
77,18,259,35,DC_Fast,30.0
81,62,177,11,DC_Fast,30.0
71,86,313,7,AC_Slow,30.0
78,87,241,10,DC_Fast,30.0
84,69,323,40,AC_Slow,36.062372573228686
85,55,99,39,AC_Slow,30.0
75,63,341,3,AC_Slow,30.0
79,83,61,-1,DC_Fast,30.0
76,46,71,22,DC_Fast,42.01443535395326
72,32,50,-2,DC_Fast,58.8507762471675
75,36,98,7,AC_Slow,31.6670459263375
42,79,142,2,DC_Fast,30.0
48,75,97,48,DC_Fast,30.0
47,70,236,6,DC_Fast,30.0
72,86,53,12,AC_Slow,30.0
98,60,27,14,AC_Slow,113.10371743975494
45,59,66,43,AC_Slow,32.46379353584952
80,28,271,5,AC_Slow,30.0
78,10,333,13,DC_Fast,30.0
43,49,122,20,DC_Fast,30.0
52,41,92,0,AC_Slow,34.69220410739904
88,31,93,12,DC_Fast,60.37453119878011
99,75,59,30,AC_Slow,38.25052558254585
41,49,157,28,DC_Fast,30.0
99,47,243,11,DC_Fast,30.0
44,57,269,22,DC_Fast,30.0
83,64,272,30,AC_Slow,30.0
66,84,117,31,DC_Fast,30.0
71,64,170,37,DC_Fast,30.0
60,60,160,42,DC_Fast,30.0
47,69,12,7,DC_Fast,93.47627501662423
77,17,206,3,AC_Slow,30.0
47,77,221,17,AC_Slow,30.0
89,84,296,0,AC_Slow,30.0
42,81,54,13,DC_Fast,30.0
93,18,111,25,DC_Fast,54.63819459204021
83,11,13,8,DC_Fast,403.4464265062957
97,89,237,2,AC_Slow,30.0
42,79,192,22,AC_Slow,30.0
61,68,327,42,DC_Fast,30.0
45,28,313,8,AC_Slow,30.0
41,37,342,36,AC_Slow,30.0
62,81,114,41,DC_Fast,30.0
83,23,149,21,AC_Slow,49.013571521639946
41,33,232,4,DC_Fast,30.0
77,53,313,46,AC_Slow,30.0
56,65,118,0,AC_Slow,30.0
74,60,67,12,AC_Slow,37.21995033350893
73,41,279,48,AC_Slow,30.0
62,59,128,-6,DC_Fast,30.0
69,50,90,45,DC_Fast,30.0
91,75,74,11,AC_Slow,30.0
47,34,51,31,DC_Fast,30.0
61,70,203,7,AC_Slow,30.0
83,75,205,-4,DC_Fast,30.0
97,51,280,22,AC_Slow,30.0
75,74,41,-8,DC_Fast,30.0
44,45,207,17,AC_Slow,30.0
52,85,134,-10,AC_Slow,30.0
68,18,296,38,DC_Fast,30.0
70,45,68,36,AC_Slow,56.43153496939003
86,47,267,26,AC_Slow,30.0
96,42,124,11,AC_Slow,39.99064252147019
94,51,282,37,AC_Slow,30.0
55,70,206,33,DC_Fast,30.0
81,55,50,8,DC_Fast,42.32720796614519
69,70,172,3,AC_Slow,30.0
96,27,114,-8,AC_Slow,59.1220811855023
94,79,50,8,DC_Fast,30.0
55,89,216,22,DC_Fast,30.0
51,24,32,10,AC_Slow,113.79093131077389
56,57,91,-10,AC_Slow,30.0
55,81,295,15,DC_Fast,30.0
51,22,161,-1,AC_Slow,30.0
47,52,269,24,DC_Fast,30.0
59,69,269,2,DC_Fast,30.0
42,66,26,-5,DC_Fast,30.0
55,80,260,32,AC_Slow,30.0
69,26,195,-5,DC_Fast,32.827709614896925
84,59,236,24,DC_Fast,30.0
62,41,190,5,AC_Slow,30.0
67,31,330,30,DC_Fast,30.0
90,64,187,-3,DC_Fast,30.0
79,66,206,48,DC_Fast,30.0
93,22,69,-8,DC_Fast,91.14929093448009
44,56,47,-6,DC_Fast,30.0
59,71,225,10,DC_Fast,30.0
79,63,21,20,AC_Slow,119.50746319375183
95,38,328,3,AC_Slow,30.0
83,31,289,26,AC_Slow,30.0
40,74,187,8,DC_Fast,30.0
96,38,48,26,DC_Fast,89.38338264847103
69,57,192,42,DC_Fast,30.0
60,14,267,9,AC_Slow,30.0
59,44,178,41,AC_Slow,30.0
45,83,58,-9,DC_Fast,30.0
61,80,224,46,AC_Slow,30.0
57,55,50,-4,AC_Slow,40.30745886247659
47,44,264,22,DC_Fast,30.0
78,54,199,42,AC_Slow,30.0
71,22,65,39,AC_Slow,44.67033928145692
72,19,170,31,AC_Slow,39.06388259448187
92,75,164,-5,AC_Slow,30.0
55,79,155,-4,DC_Fast,30.0
51,81,115,33,DC_Fast,30.0
77,34,41,7,AC_Slow,91.84600144029083
91,53,7,32,AC_Slow,481.7450746791685
73,69,17,43,AC_Slow,98.05274041011714
53,56,166,18,AC_Slow,30.0
75,49,348,8,DC_Fast,30.0
72,16,336,14,DC_Fast,30.0
62,55,268,-7,AC_Slow,30.0
89,32,87,40,AC_Slow,43.609063953417575
84,55,269,2,AC_Slow,30.0
41,22,338,21,AC_Slow,30.0
80,30,223,16,DC_Fast,30.0
60,10,150,40,AC_Slow,30.0
41,28,302,23,AC_Slow,30.0
66,69,301,17,DC_Fast,30.0
96,42,165,-2,AC_Slow,30.0
48,13,233,-3,DC_Fast,30.0
40,12,238,10,DC_Fast,30.0
50,61,93,35,AC_Slow,30.0
42,37,337,19,DC_Fast,30.0
91,79,314,18,AC_Slow,30.0
62,79,219,-2,AC_Slow,30.0
65,64,101,2,DC_Fast,30.0
43,66,217,7,DC_Fast,30.0
57,25,316,27,DC_Fast,30.0
94,33,104,44,AC_Slow,37.25738370505607
45,78,149,11,AC_Slow,30.0
74,50,14,20,AC_Slow,198.4435729240382
61,86,48,24,AC_Slow,30.0
82,56,255,31,AC_Slow,30.0
54,85,231,31,DC_Fast,30.0
61,78,253,-1,DC_Fast,30.0
99,40,173,-2,DC_Fast,30.0
76,39,134,20,AC_Slow,30.0
91,27,23,33,AC_Slow,227.20758180868518
81,53,340,45,AC_Slow,30.0
51,36,239,29,AC_Slow,30.0
86,35,349,13,AC_Slow,31.730622573446944
88,69,5,30,DC_Fast,393.5372054881241
81,27,134,38,AC_Slow,34.66565858809791
77,65,31,-3,DC_Fast,51.17260903906177
57,40,6,39,AC_Slow,458.0151967114874
84,68,254,9,DC_Fast,30.0
74,11,226,6,AC_Slow,30.0
69,48,142,17,AC_Slow,30.0
63,70,279,-5,DC_Fast,30.0
81,72,145,31,AC_Slow,30.0
69,27,260,22,AC_Slow,30.0
53,26,316,17,AC_Slow,30.0
45,48,99,42,DC_Fast,30.0
42,80,177,46,DC_Fast,30.0
55,63,61,-10,AC_Slow,32.30993081987177
46,85,106,30,DC_Fast,30.0
91,44,173,41,DC_Fast,30.98929248234772
53,20,74,24,DC_Fast,38.835983766838126
48,70,342,13,DC_Fast,30.0
54,53,53,-5,DC_Fast,30.0
60,77,9,-4,AC_Slow,115.4411057820617
74,34,206,-2,AC_Slow,30.0
41,57,206,26,AC_Slow,30.0
66,41,183,5,DC_Fast,30.0
41,13,61,23,DC_Fast,30.0
74,47,190,24,DC_Fast,30.0
57,72,96,24,AC_Slow,30.0
53,56,296,9,AC_Slow,30.0
59,10,231,47,AC_Slow,30.0
57,12,116,12,AC_Slow,52.31403095652835
49,71,152,49,AC_Slow,30.0
64,73,273,31,AC_Slow,30.0
41,26,207,43,AC_Slow,30.0
64,87,60,24,AC_Slow,30.0
93,71,305,36,DC_Fast,30.0
72,44,320,35,DC_Fast,30.0
75,22,189,12,DC_Fast,30.0
70,44,58,-7,AC_Slow,70.90934179155467
53,52,41,-1,AC_Slow,45.335879142734
40,11,215,32,AC_Slow,35.53694887314511
85,65,297,0,DC_Fast,30.0
55,86,274,29,AC_Slow,30.0
93,60,224,44,DC_Fast,30.0
85,63,232,44,DC_Fast,30.0
91,25,215,-2,AC_Slow,30.0
42,27,302,29,DC_Fast,30.0
74,16,5,1,AC_Slow,977.9788674542169
80,54,27,6,DC_Fast,91.06361449025151
45,45,288,21,AC_Slow,30.0
64,50,192,12,AC_Slow,30.0
52,51,22,4,AC_Slow,102.56525862051971
92,16,53,40,DC_Fast,110.33247821903619
73,24,51,17,AC_Slow,90.45120187666724
47,69,119,41,AC_Slow,30.0
60,49,43,27,AC_Slow,58.984240284158645
73,46,221,-6,AC_Slow,30.0
43,75,214,29,AC_Slow,30.0
64,64,266,7,DC_Fast,30.0
54,86,215,42,DC_Fast,30.0
43,89,57,10,DC_Fast,30.0
84,65,285,4,AC_Slow,30.0
99,53,325,-8,AC_Slow,30.0
51,66,137,35,AC_Slow,30.0
71,15,268,15,DC_Fast,30.0
71,41,299,4,DC_Fast,30.0
67,83,115,34,AC_Slow,30.0
52,27,47,42,DC_Fast,41.377129352683724
70,77,342,9,DC_Fast,30.0
53,82,242,48,AC_Slow,30.0
59,16,251,10,DC_Fast,30.0
57,17,8,15,AC_Slow,467.1947543016058
68,73,316,30,DC_Fast,30.0
99,16,177,12,DC_Fast,50.9754264334204
45,50,197,38,DC_Fast,30.0
71,49,7,40,AC_Slow,412.54067619003564
68,12,282,14,DC_Fast,30.0
82,26,60,-7,AC_Slow,67.45161520262158
41,75,278,41,DC_Fast,30.0
99,88,180,-1,AC_Slow,30.0
62,61,120,11,AC_Slow,30.0
58,31,88,-8,AC_Slow,40.82554782599615
70,13,163,8,DC_Fast,45.798726377542664
90,15,290,20,AC_Slow,30.0
44,47,84,-2,DC_Fast,30.0
58,35,70,18,AC_Slow,51.772946847453966
73,20,213,26,AC_Slow,30.0
49,26,14,35,AC_Slow,213.19503848051977
64,40,203,-4,AC_Slow,31.56736643902729
41,86,63,42,DC_Fast,30.0
50,44,238,27,DC_Fast,30.0
89,25,311,13,AC_Slow,30.0
70,88,248,-3,DC_Fast,30.0
95,27,58,23,DC_Fast,92.09454032521286
54,71,341,48,AC_Slow,30.0
48,36,13,46,DC_Fast,171.9397917277334
62,44,105,15,DC_Fast,30.0
58,54,299,49,AC_Slow,30.0
48,44,207,17,DC_Fast,30.0
74,37,157,17,AC_Slow,30.0
60,18,114,35,DC_Fast,30.0
48,85,326,43,AC_Slow,30.0
67,24,270,-4,DC_Fast,30.0
85,30,156,-8,DC_Fast,30.0
90,61,87,41,DC_Fast,30.0
46,44,138,11,DC_Fast,30.0
55,60,330,44,DC_Fast,30.0
55,64,164,27,AC_Slow,30.0
99,86,43,42,DC_Fast,36.43069825261376
72,53,180,35,AC_Slow,30.0
43,74,17,33,AC_Slow,48.46368843417362
43,89,319,7,DC_Fast,30.0
78,34,71,1,AC_Slow,74.60460481209073
79,56,252,20,DC_Fast,37.38118465572502
56,89,45,28,DC_Fast,30.0
76,65,188,-6,DC_Fast,30.0
78,47,39,33,DC_Fast,82.08061308173887
99,20,341,30,AC_Slow,30.0
91,76,294,18,DC_Fast,30.0
68,24,80,32,DC_Fast,55.68045292732851
91,10,74,25,DC_Fast,81.66777083078865
75,16,238,3,AC_Slow,30.0
99,10,15,47,AC_Slow,459.9930361262286
77,58,287,33,AC_Slow,30.0
78,82,308,7,AC_Slow,30.0
89,38,28,-4,DC_Fast,131.73156639093796
76,35,278,12,AC_Slow,30.0
91,54,31,22,AC_Slow,114.64013494544541
74,80,58,48,AC_Slow,30.0
46,21,59,34,AC_Slow,52.2709881456245
66,41,237,5,DC_Fast,30.0
67,29,281,26,DC_Fast,30.0
61,60,124,40,AC_Slow,30.0
53,45,229,14,AC_Slow,30.0
46,76,62,-2,DC_Fast,30.0
76,10,259,44,DC_Fast,30.647066031957557
61,36,180,17,DC_Fast,30.0
44,49,58,-2,DC_Fast,32.3794268305148
94,23,150,1,AC_Slow,54.41781785398476
41,78,263,7,AC_Slow,30.0
66,88,156,16,DC_Fast,30.0
60,15,266,15,AC_Slow,30.0
93,42,23,45,AC_Slow,180.24178156276972
77,64,346,15,AC_Slow,30.0
54,28,175,-1,DC_Fast,30.0
60,86,201,47,DC_Fast,30.0
49,38,77,6,DC_Fast,30.0
62,70,307,40,DC_Fast,30.0
97,79,89,21,AC_Slow,30.0
95,88,288,13,DC_Fast,30.0
78,89,306,32,DC_Fast,30.0
44,33,136,37,AC_Slow,35.290962832034324
40,32,124,-3,DC_Fast,30.0
52,19,220,19,AC_Slow,30.0
60,63,140,15,DC_Fast,30.0
65,50,120,13,AC_Slow,30.0
89,58,65,16,AC_Slow,67.57369873239074
84,26,21,4,AC_Slow,232.44378421247345
60,65,38,17,AC_Slow,59.35197106351223
92,54,24,0,DC_Fast,125.02094642559958
57,39,212,28,AC_Slow,30.0
76,53,166,-9,AC_Slow,30.0
84,83,303,40,DC_Fast,30.0
71,64,14,-2,AC_Slow,145.5671831707374
75,28,98,39,AC_Slow,56.412142697915364
56,38,111,34,DC_Fast,30.0
74,11,109,12,DC_Fast,30.0
88,45,75,22,DC_Fast,47.60158425732747
99,28,88,8,AC_Slow,69.57114727817532
50,16,213,2,AC_Slow,30.0
60,35,263,3,DC_Fast,30.0
91,88,243,21,DC_Fast,30.0
94,47,306,38,DC_Fast,30.0
92,12,236,11,AC_Slow,33.45134224949166
65,89,286,9,AC_Slow,30.0
43,75,210,22,DC_Fast,30.0
73,80,268,-6,AC_Slow,30.0
91,52,315,9,AC_Slow,30.0
87,71,189,3,AC_Slow,30.0
99,80,118,16,DC_Fast,30.0
57,33,83,15,DC_Fast,36.64788796199255
79,48,346,21,AC_Slow,30.0
74,77,305,19,DC_Fast,30.0
80,53,54,16,AC_Slow,44.46951107577765
68,14,324,15,AC_Slow,30.0
91,64,99,7,DC_Fast,30.0
68,39,262,34,DC_Fast,30.0
77,38,66,12,DC_Fast,80.08532615434899
81,35,146,33,AC_Slow,33.43429983092247
60,35,334,36,DC_Fast,30.0
81,46,226,13,AC_Slow,30.0
52,62,115,-7,AC_Slow,30.0
88,39,108,30,AC_Slow,45.40177849250894
80,12,19,-8,AC_Slow,295.629602368871
56,52,274,43,AC_Slow,30.0
95,16,163,32,DC_Fast,35.50235458302698
48,58,161,19,AC_Slow,30.0
80,82,31,36,AC_Slow,30.0
40,50,89,5,DC_Fast,30.0
41,86,13,-4,AC_Slow,30.0
99,88,280,28,DC_Fast,30.0
87,63,231,11,AC_Slow,30.0
68,78,190,30,DC_Fast,30.0
72,36,83,20,DC_Fast,30.0
49,17,220,38,DC_Fast,30.0
89,41,61,2,DC_Fast,63.49287341385901
97,73,148,30,DC_Fast,30.0
99,19,335,30,AC_Slow,30.0
